VENUE_NAME,ADDRESS_LINE_1,POST_TOWN,COUNTY,POST_CODE,NEW_DISTRICT_COUNCIL,EASTING,NORTHING,TELEPHONE,OWNERSHIP_TYPE,ADVENTURE_SPORT,ATHLETICS,BOWLING,BOXING,CRICKET,FITNESS,GOLF,MOTORSPORT,SWIMMING,SQUASH_HANDBALL,TENNIS,SPORTS_HALL,WATERSPORTS,MOUNTAIN_BIKING,PITCHES_GRASS,PITCHES_WATER,PITCHES_THIRD_GEN,PITCHES_SAND
Madden Raparees GFC,Monaghan Road,Armagh,Armagh,BT60 4DR,"Armagh City, Banbridge and Craigavon District",283773,341781,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Madden Row Playing Fields,Madden Row,Armagh,Armagh,BT60,"Armagh City, Banbridge and Craigavon District",284000,334240,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Maddybenny Riding Centre and Stud Limited,Maddybenny Park,Coleraine,Londonderry,BT52 2PT,Causeway Coast and Glens District,284993,437610,028 7082 3394,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maghaberry Primary School,Maghaberry Road,Moira,Armagh,BT67 0JE,Lisburn and Castlereagh District,317069,363137,028 9261 1529,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Maghera High School,Tobermore Road,Maghera,Londonderry,BT46 5DR,Mid Ulster District,285101,399845,028 7964 2454,Education,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No
Maghera Leisure Centre,Coleraine Road,Maghera,Londonderry,BT46 5BN,Mid Ulster District,285319,400556,028 7954 7400,District Council,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
Magheradoll Bowling Club,Church Road,Ballynahinch,Down,BT24 8LP,"Newry City, Mourne and Down District",336913,351893,,Private,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Magherafelt Controlled Primary School,Queen's Avenue,Magherafelt,Londonderry,BT45 6BU,Mid Ulster District,289595,390291,028 7963 2822,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Magherafelt High School,Moneymore Road,Magherafelt,Londonderry,BT45 6AF,Mid Ulster District,289425,390105,028 7963 2385,Education,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Magherafelt Tourist Information Centre,Church Street,Magherafelt,Londonderry,BT45 6AP,Mid Ulster District,289972,390770,028 7963 1510,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Magheramorne Blue Circle Boat Club,,Magheramourne,Antrim,BT40 3HT,Mid and East Antrim District,343124,398800,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Maghery GFC,Longfield Road,Desertmartin,Londonderry,BT45 5LS,"Armagh City, Banbridge and Craigavon District",283645,391899,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Mahee Island Golf Club,Mahee Island,Comber,Down,BT23 6EP,North Down and Ards District,352712,363710,028 9754 1234,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Mallusk Golf Club,Antrim Road,Glengormley,Antrim,BT36 4RF,Antrim and Newtownabbey District,329648,383599,028 9084 3799,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Mallusk Primary School,Mallusk Road,Newtownabbey,Antrim,BT36 4QE,Antrim and Newtownabbey District,328836,383035,028 9034 2038,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Malone Badminton and Tennis Club,Lisburn Road,Belfast,Antrim,BT9 6GU,Belfast City,331515,370771,,Private,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
Malone Golf Club & Bowling Green,Upper Malone Road,Dunmurry,Antrim,BT17 9LB,Belfast City,331266,367414,028 9061 2758,Club,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Malone Integrated College,Finaghy Road North,Belfast,Antrim,BT10 0JB,Belfast City,330686,370538,028 9038 1988,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Malone Park,Strangford Road,Downpatrick,Down,BT30 6SL,"Newry City, Mourne and Down District",349123,345894,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Malone RFC,Gibson Park Avenue,Cregagh,Antrim,BT6 9GL,Belfast City,336078,372553,028 9045 1312,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Manor Golf Club,Bridge Street,Kilrea,Londonderry,BT51 5RR,Causeway Coast and Glens District,293054,412637,028 2954 0205,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Manor Leisure Centre,,Killadeas,Fermanagh,BT94 1NY,Fermanagh and Omagh District,220627,353640,028 6862 2200,Private,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
Mantlin Park,Mantlin Road,Kesh,Fermanagh,BT93 1TF,Fermanagh and Omagh District,218284,363649,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Maralin Village Primary School,Steps Road,Magheralin,Down,BT67 0QZ,"Armagh City, Banbridge and Craigavon District",312933,358851,028 9261 1678,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Marian Bowling Club,New Row,Kilrea,Londonderry,BT51 5TA,Causeway Coast and Glens District,292349,412366,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Marian Park Ballykinlar,,Ballykinlar,Down,BT30 9ED,"Newry City, Mourne and Down District",345560,352025,077 3283 5266,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Marina - Coleraine,Portstewart Road,Coleraine,Londonderry,BT52 1RN,Causeway Coast and Glens District,284913,433445,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Marine Country Club,North Street,Ballycastle,Antrim,BT54 6BN,Causeway Coast and Glens District,312005,441214,028 2076 2222,Club,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
Marine Court Hotel,Quay Street,Bangor,Down,BT20 5ED,North Down and Ards District,350618,382076,028 9145 1100,Private,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
Mark Heagney Amateur Boxing Club Kildress,Loughdoo Road,Cookstown,Tyrone,BT80 9PL,Mid Ulster District,267352,379504,,Club,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Market House,Main Street,Middletown,Armagh,BT60 4JF,"Armagh City, Banbridge and Craigavon District",275248,338802,,Other,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Markethill High School,Mowhan Road,Markethill,Armagh,BT60 1RQ,"Armagh City, Banbridge and Craigavon District",296325,338910,028 3755 1270,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Markethill Pavillion,Seaboughan Road,Markethill,Armagh,BT60 1SD,"Armagh City, Banbridge and Craigavon District",295616,339110,,District Council,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Markethill Primary School,Mowhan Road,Markethill,Armagh,BT60 1RQ,"Armagh City, Banbridge and Craigavon District",296327,339449,028 3755 1589,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Marsh Kyfe Riding School,Ballyronan Road,Magherafelt,Londonderry,BT45 6HP,Mid Ulster District,292004,387534,028 7941 8860,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mary Peters Athletic Track,Old Coach Road,Belfast,Antrim,BT9 5PR,Belfast City,331670,368619,028 9060 2707,District Council,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
"Mason Road, Mageramason",Mason Road,Magheramason,Tyrone,BT47 2RX,Derry City and Strabane District,239470,410429,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Massereene Golf Club,Lough Road,Antrim,Antrim,BT41 4DQ,Antrim and Newtownabbey District,313980,386486,028 9442 8096,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Mayobridge GAC,Old Road,Newry,Down,BT34 2HE,"Newry City, Mourne and Down District",315986,327397,028 30851751,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Mayobridge Golf Club,Crossan Road,Mayobridge,Down,BT34 2HY,"Newry City, Mourne and Down District",314884,328572,028 30851223,Private,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
McClintock Primary School,Letfern Road,Seskinore,Tyrone,BT78 1UQ,Fermanagh and Omagh District,248473,363427,028 8284 1613,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
McCourts Playing Fields,Ardmore Road,Derry,Londonderry,BT47 3RA,Derry City and Strabane District,247831,412600,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
McKinney Primary School,Leathenstown Road,Dundrod,Antrim,BT29 4HX,Lisburn and Castlereagh District,321419,375560,028 9082 5375,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
McQuillan GAC,Leyland Road,Ballycastle,Antrim,BT54 6AT,Causeway Coast and Glens District,311376,440694,028 2076 2877,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
McQuillan GAC,Whitepark Road,Ballycastle,Antrim,BT54 6HA,Causeway Coast and Glens District,310198,441023,028 2076 8900,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Meadow & Armagh Road Community Centre,Killeavy Road,Newry,Down,BT34 4NP,"Newry City, Mourne and Down District",308016,327396,028 3025 2121,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Meadow Football Pitch,The Meadow,Ardglass,Down,BT30 7TS,"Newry City, Mourne and Down District",355822,337133,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Meadowbank Sports Arena,Ballyronan Road,Magherafelt,Londonderry,BT45 6EN,Mid Ulster District,290199,389648,028 7939 7117,District Council,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes
Megaw Park Recreation Grounds,Coleraine Road,Ballymoney,Antrim,BT53 6BS,Causeway Coast and Glens District,294334,426383,028 2766 0227,District Council,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
Melvin Sports Complex,Melvin Park Road,Strabane,Tyrone,BT82 9PP,Derry City and Strabane District,234524,397362,028 7138 2660,Community,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
Mercy Primary School,Crumlin Road,Belfast,Antrim,BT14 7GL,Belfast City,331131,376135,028 9039 1670,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mersey Street Primary School,Mersey Street,Belfast,Antrim,BT4 1EY,Belfast City,336275,374668,028 9045 7785,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Metamorphose,Main Street,Ballynahinch,Down,BT24 8DN,"Newry City, Mourne and Down District",336803,352674,028 9756 3994,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Meteor Water Ski Club,Bresagh Road,Boardmills,Down,BT27 6TU,Lisburn and Castlereagh District,334799,358567,,Private,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Methodist College,Malone Road,Belfast,Antrim,BT9 6BY,Belfast City,333350,372432,028 9020 5205,Education,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Michael Davitts GFC,Garvagh Road,Swatragh,Londonderry,BT46 5QE,Mid Ulster District,285745,408571,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Michellin Club,Woodside Road,Ballymena,Antrim,BT42 4HX,Mid and East Antrim District,313304,404519,028 2566 3655,Club,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No
Mid Ulster Sports Arena,Tullywiggan Road,Cookstown,Tyrone,BT80 8SG,Mid Ulster District,281801,375157,028 8676 7135,District Council,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
Middletown GAA,Convent Avenue,Armagh,Armagh,BT60 4HZ,"Armagh City, Banbridge and Craigavon District",275411,338729,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Midland White City Amateur Boxing Club,Cultra Street,Belfast,Antrim,BT15 1GT,Belfast City,334116,375899,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Millbrook Community Centre,Drumahoe Road,Larne,Antrim,BT40 2PF,Mid and East Antrim District,337455,401324,,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Millbrook Equestrian Centre,Crabtree Hill,Newry,Armagh,BT35 6JY,"Newry City, Mourne and Down District",305607,329728,028 308 3833,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Millburn Community Centre,Linden Avenue,Coleraine,Londonderry,BT52 2AN,Causeway Coast and Glens District,285239,433233,028 7034 2625,Community,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Millburn Park,Burren,Warrenpoint,Down,BT34 3WD,"Newry City, Mourne and Down District",313647,319093,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Millburn Primary School,Artillery Road,Coleraine,Londonderry,BT52 2AQ,Causeway Coast and Glens District,285337,433192,028 7034 2286,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Millennium Gym,Ulster Street,Lurgan,Armagh,BT67 9AN,"Armagh City, Banbridge and Craigavon District",308050,358764,,Private,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Millennium Hall,Donagh,Lisnaskea,Fermanagh,BT92 5BG,Fermanagh and Omagh District,239742,330013,,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Millennium Integrated Primary School,Belfast Road,Saintfield,Down,BT24 7HF,Lisburn and Castlereagh District,339094,362261,028 9081 3688,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Millington Primary School,Craigavon Avenue,Portadown,Armagh,BT62 3HQ,"Armagh City, Banbridge and Craigavon District",300626,353381,028 3833 4896,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Millpark,Millpark,Tobermore,Londonderry,BT45 5QZ,Mid Ulster District,283466,396520,028 7954 7400,District Council,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No
Millpark Cricket Club,Banford Green,Craigavon,Down,BT63 6DD,"Armagh City, Banbridge and Craigavon District",307880,347592,028 4062 5574,Private,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Millstrand Primary School,Dhu Varren,Portrush,Antrim,BT56 8EW,Causeway Coast and Glens District,285047,439683,028 7082 3090,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Milltown,Milltown Crescent,Derriaghy,Antrim,BT28 3TX,Lisburn and Castlereagh District,326507,367683,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Milltown Playing Fields,Upper Dromore Road,Warrenpoint,Down,BT34 3PN,"Newry City, Mourne and Down District",313635,320037,,District Council,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No
Milltown Primary School,Lurgan Road,Banbridge,Down,BT32 4NR,"Armagh City, Banbridge and Craigavon District",311188,348953,028 4062 4207,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Millvale Road Football Pitch,Ballyward,Castlewellan,Down,BT31 9PX,"Armagh City, Banbridge and Craigavon District",325544,339611,,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Minterburn Primary School,Minterburn Road,Caledon,Tyrone,BT68 4XN,Mid Ulster District,273362,350161,028 3756 8680,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mitchell House Special School,Holywood Road,Belfast,Antrim,BT4 2GT,Belfast City,338196,375877,028 9076 0292,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mitchell Park,Strabane Road,Castlederg,Tyrone,BT81 7HZ,Derry City and Strabane District,226748,384603,028 8167 0727,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Moat Park,Comber Road,Dundonald,Down,BT16 2AA,Lisburn and Castlereagh District,341727,373943,028 9049 4500,District Council,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Moat Primary School,,Lisnaskea,Fermanagh,BT92 0JH,Fermanagh and Omagh District,236415,333658,028 6772 1212,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Moira Demesne,Main Street,Moira,Down,BT67 0LX,Lisburn and Castlereagh District,314378,360107,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Moira Primary School,Backwood Road,Moira,Armagh,BT67 0LJ,Lisburn and Castlereagh District,314178,361003,028 9261 1554,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Moneymore Playing Fields,Moneyhaw Road,Magherafelt,Londonderry,BT45 7XJ,Mid Ulster District,285665,382722,028 8676 7135,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Moneymore Primary School,Northland Drive,Moneymore,Londonderry,BT45 7QT,Mid Ulster District,285922,383809,028 8674 8362,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Moneymore Recreation Centre,Moneyhaw Road,Moneymore,Londonderry,BT45 7XJ,Mid Ulster District,285665,382722,028 8674 7974,District Council,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
Moneyrea Primary School,Church Road,Moneyrea,Down,BT23 6BB,Lisburn and Castlereagh District,376843,238859,028 9044 8443,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Monkstown Boxing Club,Cashel Drive,Monkstown,Antrim,BT37 0EY,Antrim and Newtownabbey District,334623,384195,,Club,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Monkstown Community Centre,Cashel Drive,Newtownabbey,Antrim,BT37 0EY,Antrim and Newtownabbey District,334623,384195,028 9086 8288,Community,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Monkstown Football Pitch,Cloyne Cresent,Monkstown,Antrim,BT37 0HJ,Antrim and Newtownabbey District,334471,384211,028 9077 5750,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Montra Social Club,The Ropewalk,Coleraine,Londonderry,BT51 3BS,Causeway Coast and Glens District,284217,431687,028 7032 1091,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Moorfields Primary School,Moorfields Road,Ballymena,Antrim,BT42 3EF,Mid and East Antrim District,318638,399396,028 2589 1448,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Malachy's GAC,Tobin Park,Cookstown,Tyrone,BT80 0JL,Mid Ulster District,295924,377055,028 8673 5833,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Morton Community Centre,Lorne Street,Belfast,Antrim,BT9 7DU,Belfast City,332594,372335,,Community,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mossfield Football Pitch,Glenanne,Markethill,Armagh,BT60 2JF,"Armagh City, Banbridge and Craigavon District",297618,333391,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Mosside Community Centre,Community Walk,Mosside,Antrim,BT53 8QD,Causeway Coast and Glens District,301629,435358,028 2074 1166,Community,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mossley Hockey Club,The Glade,Newtownabbey,Antrim,BT36 5NN,Antrim and Newtownabbey District,332037,385041,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Mossley Pavillion,Carnmoney Road North,Newtownabbey,Antrim,BT36 5NL,Antrim and Newtownabbey District,332186,384962,028 9034 0000,District Council,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
Mossley Primary School,Hazelburn Road,Newtownabbey,Antrim,BT36 5NA,Antrim and Newtownabbey District,332492,384664,028 9083 3019,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mossvale Riding Centre,Church Road,Dromore,Down,BT25 2NS,"Armagh City, Banbridge and Craigavon District",326024,349111,028 9753 2279,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mount Eagles,Lagmore,Lisburn,Antrim,BT17 0GZ,Belfast City,326468,368960,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mount Gilbert Community College,Ballygomartin Road,Belfast,Antrim,BT13 3NL,Belfast City,330645,375055,028 9071 2600,Education,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
Mount Lourdes Grammar School,Belmore Street,Enniskillen,Fermanagh,BT74 6AB,Fermanagh and Omagh District,223798,344101,028 6632 2265,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Mount Ober Golf & Country Club,Ballymaconaghy Road,Belfast,Down,BT8 6SB,Lisburn and Castlereagh District,336875,369129,028 9040 1811,Private,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Mount Pleasant Equestrian Centre,Bannanstown Road,Castlewellan,Down,BT31 9BG,"Newry City, Mourne and Down District",333768,337857,028 4377 8651,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mount St Michaels Primary School,Craigstown Road,Randalstown,Antrim,BT41 2AF,Antrim and Newtownabbey District,308865,390510,028 9447 2666,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mountjoy Utd FC,Lisnagirr Road,Mountjoy,Tyrone,BT78 5NT,Fermanagh and Omagh District,241185,377055,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Mountview Equestrian Centre,Ballynahinch Road,Dromore,Down,BT25 1DT,"Armagh City, Banbridge and Craigavon District",322650,352936,,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mourne Cycle Tours,Spelga Avenue,Newcastle,Down,BT33 0DR,"Newry City, Mourne and Down District",337137,331166,077 1061 5020,Private,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mourne Esplanade Football Pitch,,Kilkeel,Down,BT34 4DB,"Newry City, Mourne and Down District",330960,313770,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Mourne Golden Gloves Boxing Club,Canal Street,Strabane,Tyrone,BT82 8EA,Derry City and Strabane District,234515,398011,077 2189 8790,Club,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mourne Trail Riding Centre,Castlewellan Road,Newcastle,Down,BT33 0JP,"Newry City, Mourne and Down District",336094,333693,028 4372 4351,Private,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Mourne Youth Centre,Greencastle Street,Kilkeel,Down,BT34 4BH,"Newry City, Mourne and Down District",330428,314354,,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Mourneview Community Centre,Pollock Drive,Craigavon,Armagh,BT66 8NB,"Armagh City, Banbridge and Craigavon District",308204,357161,028 3832 6020,Community,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
