Department Family,Entity,Transaction Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount 
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000179020,158.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000179021,144.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,CORNERSTONE  PROJECTS LTD,0000179022,196.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000179024,547.36
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000179025,"5,690.07"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,HPS CHARTERED SURVEYORS,0000179027,70.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LAWRENSON ASSOCIATES LTD,0000179058,"1,071.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,STOBBARTS LIMITED,0000179059,"1,498.80"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,STOBBARTS LIMITED,0000179060,"4,213.10"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,STOBBARTS LIMITED,0000179061,"3,770.08"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,STOBBARTS LIMITED,0000179062,401.81
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,LLETTYSHENKIN CONS CO LTD,0000179063,853.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000179077,451.41
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000179078,504.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000179079,487.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,RENT 14.2.11-13.3.11 30,0000179081,560.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,L & G PLANT HIRE,0000179083,364.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000179099,-16.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,J MURPHY & SONS LIMITED,0000179100,113.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,DREAMHOUSE INC,0000179101,"3,750.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000179105,12.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000179111,269.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000179113,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000179114,22.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000179123,49.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000179124,26.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000179125,35.43
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,R & K CONTRACTORS & CONSU,0000179126,48.71
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,REIMBURSE INCIDENTAL EXPE,0000179127,588.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,16/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,M FOSTER,0000179137,"1,196.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,REIMBURSE HOLDING DEPOSIT,0000179202,200.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2011,SURFACE HAZARDS-UTILISED,SURFACE HAZARDS,OUT OF POCKET EXPENSES,0000179204,154.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/02/2011,TIP MANAGEMENT-UTILISED,SURFACE HAZARDS,O'HEARNE & PARTNERS,0000179187,250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2011,TRAINING AND EDUCATION,SURFACE HAZARDS,THOMAS TELFORD TRAINING,0000178961,350.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/01/2011,OUTSOURCED MANAGEMENT TIPS,TIP MAINTENANCE/IMPROVEMENTS,ATKINS LIMITED,0000178625,404.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,29/11/2010,PROPERTY /TIP MAINTENANCE,TIP MAINTENANCE/IMPROVEMENTS,TILHILL  FORESTRY LIMITED,0000177718,"2,340.00"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,PROPERTY /TIP MAINTENANCE,TIP MAINTENANCE/IMPROVEMENTS,INTEGRATED WATER SERVICES,0000178659,"1,333.57"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,PROPERTY /TIP MAINTENANCE,TIP MAINTENANCE/IMPROVEMENTS,INTEGRATED WATER SERVICES,0000178667,"1,177.59"
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/02/2011,PROPERTY /TIP MAINTENANCE,TIP MAINTENANCE/IMPROVEMENTS,JIM DAVIES CIVIL ENGINEER,0000178800,298.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2011,PROPERTY /TIP MAINTENANCE,TIP MAINTENANCE/IMPROVEMENTS,THOMAS MENZIES(BUILDERS)L,0000178845,976.56
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
