Department,Entity,Date of Payment,Expense Type,Expense Area,Suppliers,Transaction Number,Amount
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,KURT J LESKER,5100299436,112.06
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,KURT J LESKER,5100299485,328.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,PROPERTY,L J & C A Cannings,5100299611,960
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,PROPERTY,L J & C A Cannings,5100299612,1056
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PLANT & EQUIPMENT,PROPERTY,L J & C A Cannings,5100300025,450
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,LAMBDA PHOTOMETRICS LTD,5100299206,343
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,LAMBDA PHOTOMETRICS LTD,5100299488,488
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,Lasermet Ltd,5100299203,163
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT & EQUIPMENT,FUSION,LC AUTOMATION LTD,5100298903,710
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CAR HIRE,SUPPORT SERVICES,LEASEDRIVE VELO,5100299732,36.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299957,102.51
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299959,104.84
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299915,51.94
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299117,72.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299116,34.39
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299142,72.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299373,36.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299437,56.1
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299727,36.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299731,89.17
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299734,126.26
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299782,30
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299836,39.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299838,79.59
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299914,137.77
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299954,82.56
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299958,36.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299960,34.39
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299372,91.72
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299837,29.55
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299374,70.78
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299729,96.12
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100298098,18.61
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299370,125.16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100299955,121.78
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,CAR HIRE,FUSION,LEASEDRIVE VELO,5100300003,11.17
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT & EQUIPMENT,FUSION,LEMO UK LTD,5100299139,575.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,13/02/2014,CHARITABLE DONATIONS,SUPPORT SERVICES,Leukaemia and Lymphoma Research,1900059448,£ 150.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,COMPUTER REPAIRS,FUSION,LEVANT UPS LTD,5100298642,4350
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,LINDAB LTD,5100299501,48.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,IT EQUIPMENT NON CAPITAL,FUSION,LINDY ELECTRONICS LTD,5100299036,303.95
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,SUPPORT SERVICES,LOGICA CMG UK LTD,5100299517,2307.85
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,BUILDING REPAIRS,PROPERTY,LORNE STEWART PLC,5100298792,962.83
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,LPKF LASER AND ELECTRONICS LTD,5100299087,800
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,LPKF LASER AND ELECTRONICS LTD,5100299554,628.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,18/02/2014,OTHER EXTERNAL COSTS,FUSION,LTN MB,1900059477,"£ 2,372.98"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT SPARES,FUSION,Lymington Precision Engineers Co Ltd,5100299487,620
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,STATIONERY,SUPPORT SERVICES,LYRECO UK LIMITED,5100299055,109.19
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299050,340.48
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299051,25.34
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299052,28.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299053,59.94
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299054,579.68
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299239,-10.48
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299325,174.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299326,38.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299327,190.98
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299328,508.98
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299650,152.36
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299651,586.94
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299916,2.78
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,STATIONERY,FUSION,LYRECO UK LIMITED,5100299917,182.57
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,IT EQUIPMENT NON CAPITAL,FUSION,MAAINTECH,5100298922,3919
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,IT EQUIPMENT NON CAPITAL,FUSION,MAAINTECH,5100298923,3486
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,IT EQUIPMENT NON CAPITAL,FUSION,MAAINTECH,5100299154,4163.98
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,IT EQUIPMENT NON CAPITAL,FUSION,MAAINTECH,5100299643,2260
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,IT EQUIPMENT NON CAPITAL,FUSION,MAAINTECH,5100299913,2045
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT & EQUIPMENT,FUSION,Machine Building Systems Ltd,1900059397,"£ 1,136.83"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,18/02/2014,OTHER EXTERNAL COSTS,FUSION,Machine Mart Ltd,1900059476,£ 244.97
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,FUSION,MACHINING TECHNOLOGY (MACH-TECH),5100299532,2368.32
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT & EQUIPMENT,FUSION,MANCHESTER METROLOGY,5100298890,100
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,MARCHAM SCIENTIFIC LTD,5100298933,3250
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,MARK 5,5100299081,190.19
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,MATERIALS & SPARES,FUSION,MARK 5,5100299429,474
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,MARK 5,5100299430,94.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,MASTERGRAVE (BEDFORD) LTD,5100298943,66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,PROFESSIONAL SERVICES,FUSION,MATERIAL MEASUREMENTS LTD.,5100299508,168
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,PROFESSIONAL SERVICES,FUSION,MATERIAL MEASUREMENTS LTD.,5100299510,1132.8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,PROFESSIONAL SERVICES,FUSION,MATERIAL MEASUREMENTS LTD.,5100299865,336
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,PROFESSIONAL SERVICES,FUSION,MATERIAL MEASUREMENTS LTD.,5100299866,201.3
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,DESIGN & CONSTRUCTION,FUSION,MAYFLEX UK LTD,5100299800,106.39
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PROFESSIONAL SERVICES,FUSION,MCBAINS COOPER,5100299224,341.76
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PROFESSIONAL SERVICES,PROPERTY,MCBAINS COOPER,5100299221,897.12
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT & EQUIPMENT,FUSION,MCDC VACCUUM LTD,5100298957,124
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT & EQUIPMENT,FUSION,MCDC VACCUUM LTD,5100299265,110
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MCDC VACCUUM LTD,5100299587,3620
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,PLANT & EQUIPMENT,FUSION,Mecelec Services Ltd,1900059391,"£ 4,569.60"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,MECHANICAL CLEANSING SERVICES LIMITED,5100299615,237.2
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,13/02/2014,CHARITABLE DONATIONS,SUPPORT SERVICES,Medical Detection Dogs,1900059447,£ 150.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,18/02/2014,OTHER EXTERNAL COSTS,FUSION,Mercateo,1900059474,£ 129.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,20/02/2014,BUSINESS ENTERTAINMENT,SUPPORT SERVICES,Merton Enterprises Ltd,1900059484,£ 810.24
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,METALFAST (A DIVISION OF,5100296925,2256
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,METALFAST (A DIVISION OF,5100299085,-2162
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,MATERIALS & SPARES,FUSION,METALFAST (A DIVISION OF,5100299153,158
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,METALFAST (A DIVISION OF,5100298979,212.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,METALWEB,5100299690,718.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,METALWEB,5100299998,866.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,FUSION,METRO ENGINEERING AND PLATING WORKS,5100299627,100
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,07/02/2014,TRAINING COURSE FEES,PROPERTY,MEUC Ltd,1900059428,£ 225.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT & EQUIPMENT,FUSION,MF HYDRAULICS LTD,5100299115,200
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,30/01/2014,OTHER STAFF COSTS,FUSION,Midcounties Co-operative Ltd,1900059395,"£ 7,244.38"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,OTHER EXTERNAL COSTS,FUSION,Milkround Online,1900059472,"£ 1,020.00"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299737,168.38
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299738,55.87
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299741,18.44
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299742,72.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299748,22.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299743,55.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299744,20
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299745,24.95
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299746,37.76
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MILLHILL TOOLS LTD,5100299747,118.62
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,HIRED STAFF,FUSION,MORSON INTERNATIONAL,5100299582,-158.41
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,HIRED STAFF,FUSION,MORSON INTERNATIONAL,5100299585,297940.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,MOUSER ELECTRONICS,5100298881,92.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,MOUSER ELECTRONICS,5100299086,18.76
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT & EQUIPMENT,FUSION,MSC/J & L INDUSTRIAL SUPPLY,5100299227,28.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,MSC/J & L INDUSTRIAL SUPPLY,5100299537,61.93
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,PLANT & EQUIPMENT,FUSION,MSC/J & L INDUSTRIAL SUPPLY,5100299225,64.94
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,ELECTRICITY,FUSION,NATIONAL GRID TRANSCO,5100299289,3298.73
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PLANT & EQUIPMENT,FUSION,NEW PIG LTD,5100299835,320.03
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,NEWBURY ELECTRONICS,5100299323,250.1
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,NEWCASTLE OPTICAL ENGINEERING LTD,5100299504,385.25
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,NEWEY & EYRE LTD,5100299559,865.72
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,NEWEY & EYRE LTD,5100299963,21
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT & EQUIPMENT,FUSION,NEWPORT SPECTRA-PHYSICS LTD,5100299324,347.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,NIGHTSEARCHER LTD,5100298904,234.38
