Resource/Capital,Budget Boundary,Category,PESA dept group (excl splits),Dept group alias (excl splits),NAC,Economic category,Code,Code description,SBI,Activity,Spending programme,April 2010 MTH,May 2010 MTH,June 2010 MTH,July 2010 MTH,August 2010 MTH,September 2010 MTH,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,B9001,Depreciation ,P3750051,P37Direct Gov GCA,SBI37,ACT0501,SBI37 ACT05 Corporate Services : Administration,0,0,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,B9501,Depreciation ,P3720068,P37Job Centre Plus Agency GCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,0,0,0,0,0,"1,786",,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,B9501,Depreciation ,P3730013,P37Pensions Agency GCA,SBI37,ACT0303,SBI37 ACT03 Pensioners : Administration,0,-36,0,-1,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,B9501,Depreciation ,P3740001,P37Disability and Carers Benefits Directorate GCA,SBI37,ACT0401,SBI37 ACT04 Disability : Administration,0,-17,0,1,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,F2001,Other,P3720086,P37Health and Safety Executive GCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,0,0,0,1,1,2,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2001,Take-up of provisions ,P3710015,P37Child Maintenance Enforcement Commission GCA,SBI37,ACT0102,SBI37 ACT01 Children : Administration,-220,-172,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2001,Take-up of provisions ,P3720068,P37Job Centre Plus Agency GCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,159,-109,0,0,0,107,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2001,Take-up of provisions ,P3720086,P37Health and Safety Executive GCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,-2,-1,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2001,Take-up of provisions ,P3730013,P37Pensions Agency GCA,SBI37,ACT0303,SBI37 ACT03 Pensioners : Administration,23,6,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2001,Take-up of provisions ,P3740001,P37Disability and Carers Benefits Directorate GCA,SBI37,ACT0401,SBI37 ACT04 Disability : Administration,11,3,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2001,Take-up of provisions ,P3750001,P37Corporate Services Administration GCA,SBI37,ACT0501,SBI37 ACT05 Corporate Services : Administration,3,27,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2101,Release of provisions,P3710026,P37Child Maintenance Enforcement Commission - Non Voted Admin,SBI37,ACT0102,SBI37 ACT01 Children : Administration,-7,-16,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2101,Release of provisions,P3740003,P37Disability and Carers Benefits Directorate Non-voted GCA,SBI37,ACT0201,SBI37 ACT02 Working Age Benefits,-23,-24,0,-22,-22,-22,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2101,Release of provisions,P3720070,P37Job Centre Plus Agency Non-voted GCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,-116,-117,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2101,Release of provisions,P3720088,P37Health and Safety Executive Non-voted GCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,0,-176,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2101,Release of provisions,P3730011,P37 Pension Service Industrial Injury Benefit provision - release,SBI37,ACT0303,SBI37 ACT03 Pensioners : Administration,-48,-50,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,L2101,Release of provisions,P3750003,P37Corporate Services Administration Non-voted GCA,SBI37,ACT0501,SBI37 ACT05 Corporate Services : Administration,-195,"-1,009",0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,S1001,Other,P3750001,P37Corporate Services Administration GCA,SBI37,ACT0501,SBI37 ACT05 Corporate Services : Administration,0,0,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,S3001,Other,P3750001,P37Corporate Services Administration GCA,SBI37,ACT0501,SBI37 ACT05 Corporate Services : Administration,0,0,0,0,0,0,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,S7001,Other,P3720062,P37Job Centre Plus GCA (Social Protection),SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,-10,-9,-18,-2,-12,-72,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,S7001,Other,P3720068,P37Job Centre Plus Agency GCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,-15,-13,-26,-4,-17,-106,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,S7001,Other,P3720112,P37WWEG (GCA) Running costs,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,-537,528,-1,"-6,266","6,244",-1,,,
Resource,DEL,GCA,Work and Pensions,Work and Pensions,S7001,Other,P3750001,P37Corporate Services Administration GCA,SBI37,ACT0501,SBI37 ACT05 Corporate Services : Administration,0,0,-115,0,0,-100,,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,A1501,Pay,P46GAD10,P46Use of Provisions,SBI46,,Not allocated to a programme,6,0,6,6,6,6,,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,A1501,Pay,P46GAD01,P46Administrative Expenditre,SBI46,ACT0101,SBI46 ACT01 Government Actuary's Department,833,842,855,893,878,889,,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,B3501,Gross current procurement,P46GAD01,P46Administrative Expenditre,SBI46,ACT0101,SBI46 ACT01 Government Actuary's Department,672,209,153,652,239,251,,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,B3502,Income from sales of goods and services,P46GAD01,P46Administrative Expenditre,SBI46,ACT0101,SBI46 ACT01 Government Actuary's Department,-261,-944,"-1,093",-924,"-1,112","-1,325",,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,B3801,Other,P46GAD01,P46Administrative Expenditre,SBI46,ACT0101,SBI46 ACT01 Government Actuary's Department,4,4,4,4,4,4,,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,B9001,Depreciation ,P46GAD01,P46Administrative Expenditre,SBI46,ACT0101,SBI46 ACT01 Government Actuary's Department,24,23,23,22,23,17,,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,L2001,Take-up of provisions ,P46GAD01,P46Administrative Expenditre,SBI46,ACT0101,SBI46 ACT01 Government Actuary's Department,0,0,0,0,0,0,,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,L2101,Release of provisions,P46GAD05,P46Provision,SBI46,ACT0101,SBI46 ACT01 Government Actuary's Department,0,0,0,0,0,0,,,
Resource,DEL,NCA,Chancellor's Departments,Government Actuary's Department,X1601,Other,P46GAD01,P46Administrative Expenditre,SBI46,ACT0101,SBI46 ACT01 Government Actuary's Department,0,0,0,0,0,0,,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,A1501,Pay,P4330020,P43VOA,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...","9,179","9,107","9,146","9,085","9,143","8,940",,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,A1501,Pay,P4330026,P43VOA use of provisions,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...",258,"4,745",-124,261,-822,478,,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,A1503,Pay,P4330020,P43VOA,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...","2,331","2,282","2,248","2,449","2,117","2,239",,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,B3501,Gross current procurement,P4330020,P43VOA,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...","4,265","4,499","5,694","3,858","4,448","4,458",,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,B3502,Income from sales of goods and services,P4330020,P43VOA,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...","-18,053","-18,252","-17,917","-17,186","-17,019","-17,378",,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,B3801,Other,P4330020,P43VOA,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...",8,8,8,8,8,8,,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,B9001,Depreciation ,P4330020,P43VOA,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...",467,485,528,640,599,548,,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,D4001,Net public service pensions,P4330020,P43VOA,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...",200,200,200,200,201,199,,,
Resource,DEL,NCA,Chancellor's Departments,HM Revenue and Customs,S7001,Other,P4330020,P43VOA,SBI43,ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...",-13,-13,-15,-10,-12,-12,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",A1501,Pay,P33V239D,"P33V239D CEFAS - Centre for Env., Fisheries & Aquaculture Science (NCA)",SBI33,ACT0204,SBI33 ACT02 Clean Healthy Oceans,"1,700","1,700","1,700","1,650","1,652","1,710",,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",A1501,Pay,P33V413D,P33V413D VLA - Veterinary Laboratories Agency (NCA),SBI33,ACT0404,SBI33 ACT04 Animal Disease Protection,"3,453","3,453","3,483","3,375","3,395","3,400",,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",A1501,Pay,P33V513D,P33V513D VMD - Veterinary Medicines Directorate (NCA),SBI33,ACT0504,SBI33 ACT05 Animal Welfare,576,575,530,645,564,634,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",A1501,Pay,P33V818D,P33V818D FERA - Food and Environment Research Agency (NCA),SBI33,ACT0803,SBI33 ACT08 Effective Delivery (Policy),"2,598","2,597","2,657","2,572","2,613","2,583",,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3501,Gross current procurement,P33V239D,"P33V239D CEFAS - Centre for Env., Fisheries & Aquaculture Science (NCA)",SBI33,ACT0204,SBI33 ACT02 Clean Healthy Oceans,-804,-804,-804,546,-386,-444,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3501,Gross current procurement,P33V413D,P33V413D VLA - Veterinary Laboratories Agency (NCA),SBI33,ACT0404,SBI33 ACT04 Animal Disease Protection,"-2,238","-2,239","-4,970","-7,237",1,"-1,244",,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3501,Gross current procurement,P33V513D,P33V513D VMD - Veterinary Medicines Directorate (NCA),SBI33,ACT0504,SBI33 ACT05 Animal Welfare,282,281,294,226,366,449,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3501,Gross current procurement,P33V818D,P33V818D FERA - Food and Environment Research Agency (NCA),SBI33,ACT0803,SBI33 ACT08 Effective Delivery (Policy),"1,213","1,213","-5,526","-2,338","1,034","-1,435",,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3502,Income from sales of goods and services,P33V239D,"P33V239D CEFAS - Centre for Env., Fisheries & Aquaculture Science (NCA)",SBI33,ACT0204,SBI33 ACT02 Clean Healthy Oceans,"-1,200","-1,200","-1,200","-2,500","-1,570","-1,570",,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3502,Income from sales of goods and services,P33V413D,P33V413D VLA - Veterinary Laboratories Agency (NCA),SBI33,ACT0404,SBI33 ACT04 Animal Disease Protection,"-1,260","-1,259","-1,374","-1,377","-1,315","-1,105",,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3502,Income from sales of goods and services,P33V513D,P33V513D VMD - Veterinary Medicines Directorate (NCA),SBI33,ACT0504,SBI33 ACT05 Animal Welfare,-749,-749,-749,-659,-808,-754,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3502,Income from sales of goods and services,P33V818D,P33V818D FERA - Food and Environment Research Agency (NCA),SBI33,ACT0803,SBI33 ACT08 Effective Delivery (Policy),"-1,206","-1,206","-6,653",-415,"-1,152","-2,881",,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3801,Other,P33V239D,"P33V239D CEFAS - Centre for Env., Fisheries & Aquaculture Science (NCA)",SBI33,ACT0204,SBI33 ACT02 Clean Healthy Oceans,4,4,5,4,4,4,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3801,Other,P33V413D,P33V413D VLA - Veterinary Laboratories Agency (NCA),SBI33,ACT0404,SBI33 ACT04 Animal Disease Protection,5,6,4,5,5,5,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3801,Other,P33V513D,P33V513D VMD - Veterinary Medicines Directorate (NCA),SBI33,ACT0504,SBI33 ACT05 Animal Welfare,3,2,3,3,3,3,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B3801,Other,P33V818D,P33V818D FERA - Food and Environment Research Agency (NCA),SBI33,ACT0803,SBI33 ACT08 Effective Delivery (Policy),13,12,64,-76,57,41,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B9001,Depreciation ,P33V239D,"P33V239D CEFAS - Centre for Env., Fisheries & Aquaculture Science (NCA)",SBI33,ACT0204,SBI33 ACT02 Clean Healthy Oceans,300,300,300,300,300,300,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B9001,Depreciation ,P33V413D,P33V413D VLA - Veterinary Laboratories Agency (NCA),SBI33,ACT0404,SBI33 ACT04 Animal Disease Protection,"1,111","1,112",60,696,568,934,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B9001,Depreciation ,P33V513D,P33V513D VMD - Veterinary Medicines Directorate (NCA),SBI33,ACT0504,SBI33 ACT05 Animal Welfare,24,24,24,24,48,29,,,
Resource,DEL,NCA,"Environment, Food and Rural Affairs","Environment, Food and Rural Affairs",B9001,Depreciation ,P33V818D,P33V818D FERA - Food and Environment Research Agency (NCA),SBI33,ACT0803,SBI33 ACT08 Effective Delivery (Policy),505,505,497,496,496,557,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B3801,Other,P19TSDA8,P19TSDA Non Cash DEL items,SBI19,ACT0101,SBI19 ACT01 TSDA,12,12,12,12,12,12,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B3801,Other,P19LSLO8,P19LSLO Non cash DEL,SBI19,ACT0102,SBI19 ACT01 AGO,1,1,1,1,1,1,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B3801,Other,P19CPSI8,P19CPSI Non cash DEL,SBI19,ACT0103,SBI19 ACT01 HMCPSI,1,1,1,1,1,1,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B9001,Depreciation ,P19TSDA3,P19TSDA Depreciation,SBI19,ACT0101,SBI19 ACT01 TSDA,164,164,123,150,150,150,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B9001,Depreciation ,P19LSLO3,P19LSLO Depreciation,SBI19,ACT0102,SBI19 ACT01 AGO,26,26,26,26,26,26,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B9001,Depreciation ,P19CPSI3,P19CPSI Depreciation,SBI19,ACT0103,SBI19 ACT01 HMCPSI,0,0,0,0,0,0,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B9501,Depreciation ,P19TSDA3,P19TSDA Depreciation,SBI19,ACT0101,SBI19 ACT01 TSDA,0,0,0,0,0,0,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B9501,Depreciation ,P19LSLO3,P19LSLO Depreciation,SBI19,ACT0102,SBI19 ACT01 AGO,0,0,0,0,0,0,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,B9501,Depreciation ,P19CPSI3,P19CPSI Depreciation,SBI19,ACT0103,SBI19 ACT01 HMCPSI,0,0,0,0,0,0,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,L1101,Release of provisions,P19TSDA7,P19TSDA Utilisation of Provisions,SBI19,ACT0101,SBI19 ACT01 TSDA,11,11,-355,11,11,11,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,L2101,Release of provisions,P19TSDA7,P19TSDA Utilisation of Provisions,SBI19,ACT0101,SBI19 ACT01 TSDA,14,11,-112,6,12,12,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,X1601,Other,P19TSDA8,P19TSDA Non Cash DEL items,SBI19,ACT0101,SBI19 ACT01 TSDA,0,3,1,0,0,0,,,
Resource,DEL,NCA,Law Officers' Departments,HM Procurator General and Treasury Solicitor,X1601,Other,P19LSLO8,P19LSLO Non cash DEL,SBI19,ACT0102,SBI19 ACT01 AGO,0,0,0,0,0,0,,,
Resource,DEL,NCA,Work and Pensions,Work and Pensions,A1501,Pay,P3720093,P37Health and Safety Laboratory Non-voted NCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,0,2,2,2,2,2,,,
Resource,DEL,NCA,Work and Pensions,Work and Pensions,A1501,Pay,P372300X,P37 S121253 Health and Safety Laboratory NCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,"1,355","1,378","1,353","1,335","1,350","1,365",,,
Resource,DEL,NCA,Work and Pensions,Work and Pensions,B3501,Gross current procurement,P3720093,P37Health and Safety Laboratory Non-voted NCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,0,0,0,0,0,20,,,
Resource,DEL,NCA,Work and Pensions,Work and Pensions,B3501,Gross current procurement,P372300X,P37 S121253 Health and Safety Laboratory NCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,"1,112","1,116","1,099","1,083","1,060","1,041",,,
Resource,DEL,NCA,Work and Pensions,Work and Pensions,B3502,Income from sales of goods and services,P372300X,P37 S121253 Health and Safety Laboratory NCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,"-2,745","-2,959","-3,055","-3,192","-2,758","-3,334",,,
Resource,DEL,NCA,Work and Pensions,Work and Pensions,B9001,Depreciation ,P372300X,P37 S121253 Health and Safety Laboratory NCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,226,224,226,226,227,230,,,
Resource,DEL,NCA,Work and Pensions,Work and Pensions,B9501,Depreciation ,P372300X,P37 S121253 Health and Safety Laboratory NCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,0,0,4,4,0,0,,,
Resource,DEL,NCA,Work and Pensions,Work and Pensions,L2101,Release of provisions,P3720093,P37Health and Safety Laboratory Non-voted NCA,SBI37,ACT0202,SBI37 ACT02 Working Age : Administration,0,-2,0,0,0,0,,,
Resource,DEL,Prog,Justice,Justice,B3501,Gross current procurement,P38SO080,P38 Parliamentary Boundary Commission for Scotland,SBI13,ACT0201,SBI13 ACT02 Scotland Office,25,25,25,25,25,25,,,
Resource,DEL,Prog,Justice,Justice,B3501,Gross current procurement,P38SO120,P38 Non Voted Election Expenses,SBI13,ACT0201,SBI13 ACT02 Scotland Office,742,742,742,742,742,742,,,
Resource,DEL,Prog,Justice,Justice,B3501,Gross current procurement,P3902,P39Programme non cash,SBI13,ACT0301,SBI13 ACT03 Wales Office,0,0,0,0,0,0,,,
Resource,DEL,Prog,Justice,Justice,B3501,Gross current procurement,P3908,P39Lord Lieutenants Costs,SBI13,ACT0301,SBI13 ACT03 Wales Office,1,4,1,9,3,3,,,
Resource,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",A1501,Pay,P25ND101,P25RDA Resource expenditure England,SBI25,ACT0101,SBI25 ACT01 Business Creation and Growth,344,"-2,029","6,047","28,116","23,656","11,846",,,
Resource,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",A1501,Pay,P25ND140,P25Capital for Enterprise NDPB nonvoted expenditure,SBI25,ACT0102,SBI25 ACT01 Better Regulation,0,0,0,0,0,725,,,
Resource,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",A1501,Pay,P25ND104,P25 Consumer Focus non-voted DEL expenditure,SBI25,ACT0103,SBI25 ACT01 Free and Fair Markets,705,519,612,612,612,589,,,
Resource,DEL,Prog,"Business, Innovation and Skills","Business, Innovation and Skills",A1501,Pay,P25ND112,P25 Competition Service NDPB - nonvoted DEL,SBI25,ACT0103,SBI25 ACT01 Free and Fair Markets,211,72,133,150,140,114,,,
